1	163.7177185870006
4	162.48841276674105
6	161.2798781105169
7	160.37295318032346
8	157.9722777250003
9	155.56319330768588
10	154.82726958200837
13	148.999875713018
14	146.65240328177674
15	144.31955680996572
16	142.91190583086825
18	141.72647024415514
20	141.57214007882737
21	140.2008001488004
22	140.17337477133245
25	139.0145245882698
29	138.6967980114328
30	136.47323088320994
33	135.24037182193726
35	134.74908911332463
36	134.51221596554979
37	127.70077573048428
38	126.50140276167994
39	126.31418313511615
40	124.68451975739363
44	122.92888378941063
45	119.0413087737388
48	118.12850508743009
50	117.60766381458326
54	117.43412114770217
55	115.11634301891903
56	113.24212204600155
60	109.77858773607794
62	109.46418741357596
64	109.08181767295784
65	108.90155939505968
70	107.51324021944376
71	106.93568037493672
73	104.50101923372607
74	104.26428431587287
76	100.53751029750573
81	97.14685992197492
82	97.08421380115794
84	92.56807569845361
87	89.68139605947762
88	83.7954654580097
89	83.7459324871053
93	79.74639427010759
95	77.6067474489757
96	77.11465200528151
99	75.11124115338106
103	74.41401213533737
107	73.06038222395709
110	72.1499466554758
111	71.80044526670227
113	71.34508391707598
115	70.23812932124517
116	70.06812109888808
118	69.66374240073795
122	69.5292096824192
124	67.84003805531833
125	66.82391942827999
127	66.68470592382543
130	66.33136237486431
131	66.13363907543668
132	65.59531065144144
134	63.923656096391746
136	63.754362216256396
137	62.74469014130386
138	61.37321797174974
139	60.1079412842421
141	59.86862984691719
142	59.79983175020794
143	58.789430844017176
145	56.716792201927916
147	54.92757107354684
150	54.36453970013443
151	53.39317671726516
153	52.63599128258325
157	52.61777788939032
158	52.256519956734785
159	51.89267024787155
161	51.81537582446691
163	51.34032536571736
164	50.71583746928569
165	50.28029153663302
166	50.23906180874635
168	49.599909499117125
170	46.96493184917289
173	46.28958810755449
174	46.245094271837246
175	45.436840608290666
176	45.43661701203554
178	44.5699945996071
180	43.537906343118564
181	43.31177665412957
182	41.791892096219186
187	41.44879769555437
189	40.62165681355178
194	40.508668003950056
195	39.07323830434124
199	38.760995063507906
201	38.113404415722826
203	38.11340195996792
207	36.452498720491135
208	35.34535080346403
214	35.323697957836025
216	32.49956873585324
218	32.49894058154301
219	32.249383498283756
220	30.144672786082598
221	30.075665478462227
224	30.07537292691451
228	30.047767272707006
230	27.188791414826696
233	26.17349476742731
235	24.842090577686058
241	24.42711107508883
242	21.91537636672662
244	21.907933444232274
246	21.81533476644212
253	21.8118523653587
256	20.943027360384217
257	20.937014381835823
265	20.47848351351012
266	17.157026870268254
270	16.073035315363963
271	15.391597489184486
281	13.806268490440416
287	13.208197331044301
290	11.361288034282756
293	10.525455871563603
296	9.80058672366459
297	9.554270495433933
304	7.797448869548842
305	6.882168159153499
306	6.544060654420563
309	5.687913335525999
310	5.6877416691031515
312	4.969761178570867
329	4.969750504060475
333	4.969500567324609
340	3.999484057402996
341	2.9392188425315564
343	2.926989183551565
350	2.1260349725667664
362	1.9738265193852578
363	1.7837064704035468
364	1.7722361931688313
366	1.531619251412957
370	1.5313298916592932
384	1.5305753888670672
388	1.3904962622889927
404	1.3904960785582081
415	1.3278664839681773
424	0.8672960139654375
469	0.5654612469805855
472	0.26612875017287296
473	0.09787792386874002
483	0.010539126469866622
529	9.026445631121297E-4
550	9.022192294637209E-4
562	4.1930250261547754E-4
581	3.4864373592891827E-4
631	1.7525559431868078E-4
765	6.0439904692162475E-5
950	3.786255375522567E-5
